,FTAG,FTHG,Gameday,Season,TeamA,TeamH
13263,2,2,12.0,2009.0,Hamburg,Hannover
13264,1,1,12.0,2009.0,Dortmund,Bremen
13265,1,0,12.0,2009.0,FC Köln,Hertha BSC
13266,2,1,13.0,2009.0,M´gladbach,Frankfurt
13267,6,0,13.0,2009.0,Bremen,Freiburg
13268,0,2,13.0,2009.0,Hannover,Schalke
13269,1,1,13.0,2009.0,Hertha BSC,VfB Stuttgar
13270,4,0,13.0,2009.0,Hoffenheim,FC Köln
13271,3,2,13.0,2009.0,Nürnberg,Wolfsburg
13272,0,0,13.0,2009.0,Mainz,Dortmund
13273,1,1,13.0,2009.0,Leverkusen,B. München
13274,1,0,13.0,2009.0,Bochum,Hamburg
13275,0,0,14.0,2009.0,FC Köln,Bochum
13276,1,0,14.0,2009.0,Freiburg,Nürnberg
13277,1,1,14.0,2009.0,Hamburg,Mainz
13278,2,2,14.0,2009.0,Wolfsburg,Bremen
13279,2,1,14.0,2009.0,Dortmund,Hoffenheim
13280,3,1,14.0,2009.0,Frankfurt,Hertha BSC
13281,0,1,14.0,2009.0,Schalke,M´gladbach
13282,0,4,14.0,2009.0,VfB Stuttgar,Leverkusen
13283,3,0,14.0,2009.0,B. München,Hannover
13284,1,2,15.0,2009.0,M´gladbach,B. München
13285,0,0,15.0,2009.0,Leverkusen,Hannover
13286,0,4,15.0,2009.0,Nürnberg,Dortmund
13287,0,0,15.0,2009.0,Hoffenheim,Hamburg
13288,1,1,15.0,2009.0,Bochum,VfB Stuttgar
13289,2,2,15.0,2009.0,Freiburg,Wolfsburg
13290,0,2,15.0,2009.0,Mainz,Frankfurt
13291,0,0,15.0,2009.0,Bremen,FC Köln
13292,0,2,15.0,2009.0,Hertha BSC,Schalke
13293,2,2,16.0,2009.0,Leverkusen,Hertha BSC
13294,3,5,16.0,2009.0,Hannover,M´gladbach
13295,4,0,16.0,2009.0,Hamburg,Nürnberg
13296,0,0,16.0,2009.0,FC Köln,Freiburg
13297,5,1,16.0,2009.0,B. München,Bochum
13298,1,1,16.0,2009.0,Frankfurt,Hoffenheim
13299,2,0,16.0,2009.0,Schalke,Bremen
13300,1,1,16.0,2009.0,VfB Stuttgar,Mainz
13301,3,1,16.0,2009.0,Dortmund,Wolfsburg
13302,0,1,17.0,2009.0,Mainz,Schalke
13303,2,3,17.0,2009.0,M´gladbach,Leverkusen
13304,2,2,17.0,2009.0,Wolfsburg,Frankfurt
13305,3,2,17.0,2009.0,Bochum,Hannover
13306,0,1,17.0,2009.0,Freiburg,Dortmund
13307,2,5,17.0,2009.0,Hertha BSC,B. München
13308,1,3,17.0,2009.0,Hoffenheim,VfB Stuttgar
13309,1,2,17.0,2009.0,Bremen,Hamburg
13310,0,3,17.0,2009.0,Nürnberg,FC Köln
13311,0,2,18.0,2009.0,Hoffenheim,B. München
13312,0,1,18.0,2009.0,Bremen,Frankfurt
13313,2,4,18.0,2009.0,Mainz,Leverkusen
13314,3,0,18.0,2009.0,Hertha BSC,Hannover
13315,2,1,18.0,2009.0,Bochum,M´gladbach
13316,0,2,18.0,2009.0,Freiburg,Hamburg
13317,1,3,18.0,2009.0,Wolfsburg,VfB Stuttgar
13318,0,1,18.0,2009.0,Nürnberg,Schalke
13319,3,2,18.0,2009.0,Dortmund,FC Köln
13320,1,0,19.0,2009.0,VfB Stuttgar,Freiburg
13321,0,0,19.0,2009.0,M´gladbach,Hertha BSC
13322,1,1,19.0,2009.0,Frankfurt,Nürnberg
13323,0,1,19.0,2009.0,Hannover,Mainz
13324,2,2,19.0,2009.0,Schalke,Bochum
13325,3,2,19.0,2009.0,B. München,Bremen
13326,0,1,19.0,2009.0,Hamburg,Dortmund
13327,3,2,19.0,2009.0,FC Köln,Wolfsburg
13328,3,0,19.0,2009.0,Leverkusen,Hoffenheim
13329,1,1,20.0,2009.0,Wolfsburg,Hamburg
13330,3,4,20.0,2009.0,Bremen,M´gladbach
13331,3,1,20.0,2009.0,Nürnberg,Hannover
13332,0,3,20.0,2009.0,Mainz,B. München
13333,0,0,20.0,2009.0,Bochum,Hertha BSC
13334,2,1,20.0,2009.0,FC Köln,Frankfurt
13335,0,2,20.0,2009.0,Hoffenheim,Schalke
13336,1,4,20.0,2009.0,Dortmund,VfB Stuttgar
13337,1,3,20.0,2009.0,Freiburg,Leverkusen
13338,1,2,21.0,2009.0,Hertha BSC,Bremen
13339,1,2,21.0,2009.0,Hannover,Hoffenheim
13340,1,1,21.0,2009.0,Leverkusen,Bochum
13341,0,0,21.0,2009.0,Schalke,Freiburg
13342,3,3,21.0,2009.0,Hamburg,FC Köln
13343,3,1,21.0,2009.0,B. München,Wolfsburg
13344,2,1,21.0,2009.0,VfB Stuttgar,Nürnberg
13345,0,1,21.0,2009.0,M´gladbach,Mainz
13346,3,2,21.0,2009.0,Frankfurt,Dortmund
13347,1,2,22.0,2009.0,Nürnberg,M´gladbach
13348,5,1,22.0,2009.0,Bremen,Hannover
13349,1,2,22.0,2009.0,Hoffenheim,Bochum
13350,3,1,22.0,2009.0,Hamburg,VfB Stuttgar
13351,1,2,22.0,2009.0,Wolfsburg,Leverkusen
13352,1,1,22.0,2009.0,Mainz,Hertha BSC
13353,1,3,22.0,2009.0,Dortmund,B. München
13354,0,2,22.0,2009.0,FC Köln,Schalke
13355,1,2,22.0,2009.0,Freiburg,Frankfurt
13356,2,2,23.0,2009.0,M´gladbach,Hoffenheim
13357,0,0,23.0,2009.0,Bochum,Mainz
13358,0,0,23.0,2009.0,Frankfurt,Hamburg
13359,1,4,23.0,2009.0,Hannover,Dortmund
13360,5,1,23.0,2009.0,VfB Stuttgar,FC Köln
13361,1,1,23.0,2009.0,B. München,Nürnberg
13362,3,0,23.0,2009.0,Hertha BSC,Freiburg
13363,2,2,23.0,2009.0,Leverkusen,Bremen
13364,1,2,23.0,2009.0,Schalke,Wolfsburg
13365,1,2,24.0,2009.0,Dortmund,Schalke
13366,2,1,24.0,2009.0,Bremen,Mainz
13367,2,0,24.0,2009.0,Hoffenheim,Hertha BSC
13368,0,0,24.0,2009.0,Nürnberg,Bochum
13369,1,1,24.0,2009.0,Freiburg,M´gladbach
13370,1,2,24.0,2009.0,Frankfurt,VfB Stuttgar
13371,0,0,24.0,2009.0,FC Köln,Leverkusen
13372,1,0,24.0,2009.0,Wolfsburg,Hannover
13373,0,1,24.0,2009.0,Hamburg,B. München
13374,1,4,25.0,2009.0,Bochum,Wolfsburg
13375,2,1,25.0,2009.0,Hannover,Freiburg
13376,4,1,25.0,2009.0,Schalke,Frankfurt
13377,0,1,25.0,2009.0,Hertha BSC,Hamburg
13378,2,2,25.0,2009.0,VfB Stuttgar,Bremen
13379,1,1,25.0,2009.0,B. München,FC Köln
13380,0,3,25.0,2009.0,M´gladbach,Dortmund
13381,2,3,25.0,2009.0,Leverkusen,Nürnberg
13382,1,0,25.0,2009.0,Mainz,Hoffenheim
13383,1,2,26.0,2009.0,VfB Stuttgar,Schalke
13384,4,0,26.0,2009.0,Wolfsburg,M´gladbach
13385,2,1,26.0,2009.0,Nürnberg,Hertha BSC
13386,1,2,26.0,2009.0,Frankfurt,Hannover
13387,0,1,26.0,2009.0,FC Köln,Mainz
13388,4,1,26.0,2009.0,Dortmund,Bochum
13389,1,2,26.0,2009.0,Freiburg,B. München
13390,1,0,26.0,2009.0,Bremen,Hoffenheim
13391,2,4,26.0,2009.0,Hamburg,Leverkusen
13392,1,1,27.0,2009.0,M´gladbach,FC Köln
13393,1,2,27.0,2009.0,B. München,Frankfurt
13394,0,0,27.0,2009.0,Hoffenheim,Nürnberg
13395,0,1,27.0,2009.0,Mainz,Freiburg
13396,2,3,27.0,2009.0,Bochum,Bremen
13397,0,2,27.0,2009.0,Hannover,VfB Stuttgar
13398,0,3,27.0,2009.0,Leverkusen,Dortmund
13399,2,2,27.0,2009.0,Schalke,Hamburg
13400,5,1,27.0,2009.0,Hertha BSC,Wolfsburg
13401,2,1,28.0,2009.0,Frankfurt,Bochum
13402,2,4,28.0,2009.0,Nürnberg,Bremen
13403,4,1,28.0,2009.0,FC Köln,Hannover
13404,0,0,28.0,2009.0,Dortmund,Hertha BSC
13405,2,1,28.0,2009.0,VfB Stuttgar,B. München
13406,2,0,28.0,2009.0,Wolfsburg,Mainz
13407,2,0,28.0,2009.0,Schalke,Leverkusen
13408,1,1,28.0,2009.0,Freiburg,Hoffenheim
13409,0,1,28.0,2009.0,Hamburg,M´gladbach
13410,1,2,29.0,2009.0,M´gladbach,VfB Stuttgar
13411,0,2,29.0,2009.0,Mainz,Nürnberg
13412,1,1,29.0,2009.0,Bochum,Freiburg
13413,1,2,29.0,2009.0,Bremen,Dortmund
13414,2,3,29.0,2009.0,Leverkusen,Frankfurt
13415,2,1,29.0,2009.0,B. München,Schalke
13416,3,0,29.0,2009.0,Hertha BSC,FC Köln
13417,0,4,29.0,2009.0,Hoffenheim,Wolfsburg
13418,0,0,29.0,2009.0,Hannover,Hamburg
13419,0,2,30.0,2009.0,Frankfurt,M´gladbach
13420,0,4,30.0,2009.0,Freiburg,Bremen
13421,2,0,30.0,2009.0,FC Köln,Hoffenheim
13422,2,4,30.0,2009.0,Schalke,Hannover
13423,0,1,30.0,2009.0,Dortmund,Mainz
13424,1,0,30.0,2009.0,VfB Stuttgar,Hertha BSC
13425,1,1,30.0,2009.0,B. München,Leverkusen
13426,2,1,30.0,2009.0,Hamburg,Bochum
13427,2,0,30.0,2009.0,Wolfsburg,Nürnberg
13428,0,2,31.0,2009.0,Bochum,FC Köln
13429,1,3,31.0,2009.0,M´gladbach,Schalke
13430,1,2,31.0,2009.0,Leverkusen,VfB Stuttgar
13431,4,2,31.0,2009.0,Bremen,Wolfsburg
13432,1,0,31.0,2009.0,Mainz,Hamburg
13433,1,2,31.0,2009.0,Nürnberg,Freiburg
13434,0,7,31.0,2009.0,Hannover,B. München
13435,1,1,31.0,2009.0,Hoffenheim,Dortmund
13436,2,2,31.0,2009.0,Hertha BSC,Frankfurt
13437,2,0,32.0,2009.0,VfB Stuttgar,Bochum
13438,1,1,32.0,2009.0,B. München,M´gladbach
13439,3,3,32.0,2009.0,Frankfurt,Mainz
13440,0,3,32.0,2009.0,Hannover,Leverkusen
13441,1,0,32.0,2009.0,Schalke,Hertha BSC
13442,3,2,32.0,2009.0,Dortmund,Nürnberg
13443,0,1,32.0,2009.0,FC Köln,Bremen
13444,1,5,32.0,2009.0,Hamburg,Hoffenheim
13445,0,1,32.0,2009.0,Wolfsburg,Freiburg
13446,1,6,33.0,2009.0,M´gladbach,Hannover
13447,0,4,33.0,2009.0,Nürnberg,Hamburg
13448,2,2,33.0,2009.0,Mainz,VfB Stuttgar
13449,2,2,33.0,2009.0,Freiburg,FC Köln
13450,1,3,33.0,2009.0,Bochum,B. München
13451,2,0,33.0,2009.0,Bremen,Schalke
13452,2,1,33.0,2009.0,Hoffenheim,Frankfurt
13453,1,1,33.0,2009.0,Hertha BSC,Leverkusen
13454,1,1,33.0,2009.0,Wolfsburg,Dortmund
13455,1,3,34.0,2009.0,Frankfurt,Wolfsburg
13456,0,1,34.0,2009.0,FC Köln,Nürnberg
13457,3,0,34.0,2009.0,Hannover,Bochum
13458,0,0,34.0,2009.0,Schalke,Mainz
13459,1,3,34.0,2009.0,Dortmund,Freiburg
13460,1,1,34.0,2009.0,Hamburg,Bremen
13461,1,1,34.0,2009.0,VfB Stuttgar,Hoffenheim
13462,3,1,34.0,2009.0,B. München,Hertha BSC
13463,1,1,34.0,2009.0,Leverkusen,M´gladbach
13464,1,2,1.0,2010.0,Wolfsburg,B. München
13465,1,4,1.0,2010.0,Bremen,Hoffenheim
13466,1,1,1.0,2010.0,Nürnberg,M´gladbach
13467,3,1,1.0,2010.0,K´lautern,FC Köln
13468,3,1,1.0,2010.0,St. Pauli,Freiburg
13469,1,2,1.0,2010.0,Frankfurt,Hannover
13470,1,2,1.0,2010.0,Schalke,Hamburg
13471,0,2,1.0,2010.0,VfB Stuttgar,Mainz
13472,2,0,1.0,2010.0,Leverkusen,Dortmund
13473,0,2,2.0,2010.0,B. München,K´lautern
13474,2,1,2.0,2010.0,Hannover,Schalke
13475,2,4,2.0,2010.0,FC Köln,Bremen
13476,4,3,2.0,2010.0,Mainz,Wolfsburg
13477,3,1,2.0,2010.0,Hamburg,Frankfurt
13478,2,1,2.0,2010.0,Freiburg,Nürnberg
13479,1,0,2.0,2010.0,Hoffenheim,St. Pauli
13480,6,3,2.0,2010.0,M´gladbach,Leverkusen
13481,3,1,2.0,2010.0,Dortmund,VfB Stuttgar
13482,0,2,3.0,2010.0,Schalke,Hoffenheim
13483,2,2,3.0,2010.0,Leverkusen,Hannover
13484,1,2,3.0,2010.0,VfB Stuttgar,Freiburg
13485,4,0,3.0,2010.0,Frankfurt,M´gladbach
13486,1,1,3.0,2010.0,Nürnberg,Hamburg
13487,0,2,3.0,2010.0,Wolfsburg,Dortmund
13488,0,0,3.0,2010.0,Bremen,B. München
13489,1,2,3.0,2010.0,K´lautern,Mainz
13490,0,1,3.0,2010.0,St. Pauli,FC Köln
13491,1,0,4.0,2010.0,Freiburg,Frankfurt
13492,2,2,4.0,2010.0,Hoffenheim,K´lautern
13493,0,2,4.0,2010.0,Hannover,Wolfsburg
13494,0,7,4.0,2010.0,M´gladbach,VfB Stuttgar
13495,2,0,4.0,2010.0,Mainz,Bremen
13496,0,0,4.0,2010.0,FC Köln,B. München
13497,1,1,4.0,2010.0,Hamburg,St. Pauli
13498,3,1,4.0,2010.0,Dortmund,Schalke
13499,0,0,4.0,2010.0,Nürnberg,Leverkusen
13500,0,2,5.0,2010.0,FC Köln,Mainz
13501,1,4,5.0,2010.0,Bremen,Hannover
13502,2,1,5.0,2010.0,B. München,Hoffenheim
13503,2,1,5.0,2010.0,Schalke,Freiburg
13504,1,2,5.0,2010.0,VfB Stuttgar,Nürnberg
13505,2,1,5.0,2010.0,St. Pauli,M´gladbach
13506,3,1,5.0,2010.0,Wolfsburg,Hamburg
13507,0,5,5.0,2010.0,K´lautern,Dortmund
13508,1,2,5.0,2010.0,Frankfurt,Leverkusen
13509,1,1,6.0,2010.0,Hoffenheim,FC Köln
13510,3,1,6.0,2010.0,Dortmund,St. Pauli
13511,0,2,6.0,2010.0,Nürnberg,Frankfurt
13512,4,1,6.0,2010.0,Leverkusen,VfB Stuttgar
13513,2,2,6.0,2010.0,M´gladbach,Schalke
13514,2,1,6.0,2010.0,Mainz,B. München
13515,2,3,6.0,2010.0,Hamburg,Bremen
13516,1,2,6.0,2010.0,Freiburg,Wolfsburg
13517,1,0,6.0,2010.0,Hannover,K´lautern
13518,1,0,7.0,2010.0,St. Pauli,Hannover
13519,1,2,7.0,2010.0,Schalke,Nürnberg
13520,2,3,7.0,2010.0,FC Köln,Freiburg
13521,1,1,7.0,2010.0,Wolfsburg,M´gladbach
13522,2,4,7.0,2010.0,Hoffenheim,Mainz
13523,1,2,7.0,2010.0,K´lautern,Hamburg
13524,2,1,7.0,2010.0,Frankfurt,VfB Stuttgar
13525,0,2,7.0,2010.0,B. München,Dortmund
13526,2,2,7.0,2010.0,Bremen,Leverkusen
13527,2,1,8.0,2010.0,Dortmund,FC Köln
13528,2,3,8.0,2010.0,Nürnberg,St. Pauli
13529,1,0,8.0,2010.0,Hamburg,Mainz
13530,1,2,8.0,2010.0,Freiburg,Bremen
13531,2,2,8.0,2010.0,VfB Stuttgar,Schalke
13532,0,3,8.0,2010.0,Hannover,B. München
13533,3,2,8.0,2010.0,Leverkusen,Wolfsburg
13534,3,0,8.0,2010.0,Frankfurt,K´lautern
13535,2,3,8.0,2010.0,M´gladbach,Hoffenheim
13536,0,0,9.0,2010.0,B. München,Hamburg
13537,1,2,9.0,2010.0,Wolfsburg,Nürnberg
13538,1,2,9.0,2010.0,FC Köln,Hannover
13539,1,2,9.0,2010.0,K´lautern,Freiburg
13540,4,1,9.0,2010.0,Bremen,M´gladbach
13541,0,0,9.0,2010.0,Schalke,Frankfurt
13542,1,1,9.0,2010.0,Hoffenheim,Dortmund
13543,0,2,9.0,2010.0,St. Pauli,VfB Stuttgar
13544,1,0,9.0,2010.0,Mainz,Leverkusen
13545,2,4,10.0,2010.0,Freiburg,B. München
13546,3,1,10.0,2010.0,Frankfurt,St. Pauli
13547,0,2,10.0,2010.0,VfB Stuttgar,Wolfsburg
13548,3,2,10.0,2010.0,Nürnberg,Bremen
13549,2,3,10.0,2010.0,Hamburg,FC Köln
13550,0,3,10.0,2010.0,M´gladbach,K´lautern
13551,1,0,10.0,2010.0,Leverkusen,Schalke
13552,2,0,10.0,2010.0,Dortmund,Mainz
13553,0,4,10.0,2010.0,Hannover,Hoffenheim
13554,0,3,11.0,2010.0,St. Pauli,Schalke
13555,1,3,11.0,2010.0,FC Köln,Nürnberg
13556,1,2,11.0,2010.0,Hoffenheim,Hamburg
13557,1,3,11.0,2010.0,Wolfsburg,Frankfurt
13558,3,3,11.0,2010.0,B. München,M´gladbach
13559,0,1,11.0,2010.0,Mainz,Freiburg
13560,4,0,11.0,2010.0,Dortmund,Hannover
13561,0,6,11.0,2010.0,Bremen,VfB Stuttgar
13562,1,3,11.0,2010.0,K´lautern,Leverkusen
13563,0,2,12.0,2010.0,Hamburg,Dortmund
13564,1,0,12.0,2010.0,Leverkusen,St. Pauli
13565,0,0,12.0,2010.0,Frankfurt,Bremen
13566,2,2,12.0,2010.0,Schalke,Wolfsburg
13567,3,3,12.0,2010.0,VfB Stuttgar,K´lautern
13568,4,0,12.0,2010.0,M´gladbach,FC Köln
13569,1,0,12.0,2010.0,Hannover,Mainz
13570,1,0,12.0,2010.0,Freiburg,Hoffenheim
13571,0,3,12.0,2010.0,Nürnberg,B. München
13572,2,3,13.0,2010.0,Hamburg,Hannover
13573,2,1,13.0,2010.0,Dortmund,Freiburg
13574,3,2,13.0,2010.0,Mainz,M´gladbach
13575,4,0,13.0,2010.0,Hoffenheim,Frankfurt
13576,3,1,13.0,2010.0,K´lautern,Nürnberg
13577,0,4,13.0,2010.0,Bremen,Schalke
13578,1,1,13.0,2010.0,B. München,Leverkusen
13579,1,0,13.0,2010.0,FC Köln,VfB Stuttgar
13580,1,1,13.0,2010.0,Wolfsburg,St. Pauli
13581,0,3,14.0,2010.0,Nürnberg,Mainz
13582,0,5,14.0,2010.0,Schalke,K´lautern
13583,0,3,14.0,2010.0,Freiburg,Hannover
13584,2,2,14.0,2010.0,Leverkusen,Hoffenheim
13585,2,4,14.0,2010.0,VfB Stuttgar,Hamburg
13586,1,4,14.0,2010.0,Frankfurt,B. München
13587,1,4,14.0,2010.0,M´gladbach,Dortmund
13588,0,3,14.0,2010.0,St. Pauli,Bremen
13589,1,1,14.0,2010.0,Wolfsburg,FC Köln
13590,0,1,15.0,2010.0,K´lautern,St. Pauli
13591,0,1,15.0,2010.0,Hamburg,Freiburg
13592,2,1,15.0,2010.0,Hannover,M´gladbach
13593,1,2,15.0,2010.0,Mainz,Frankfurt
13594,0,0,15.0,2010.0,Bremen,Wolfsburg
13595,1,1,15.0,2010.0,Hoffenheim,VfB Stuttgar
13596,0,2,15.0,2010.0,B. München,Schalke
13597,2,3,15.0,2010.0,FC Köln,Leverkusen
13598,2,0,15.0,2010.0,Dortmund,Nürnberg
13599,1,2,16.0,2010.0,VfB Stuttgar,Hannover
13600,0,0,16.0,2010.0,Wolfsburg,K´lautern
13601,0,1,16.0,2010.0,Frankfurt,FC Köln
13602,1,1,16.0,2010.0,Nürnberg,Hoffenheim
13603,4,2,16.0,2010.0,Leverkusen,Hamburg
13604,0,3,16.0,2010.0,St. Pauli,B. München
13605,0,2,16.0,2010.0,Bremen,Dortmund
13606,0,3,16.0,2010.0,M´gladbach,Freiburg
13607,1,0,16.0,2010.0,Schalke,Mainz
13608,2,1,17.0,2010.0,Hamburg,M´gladbach
13609,2,1,17.0,2010.0,K´lautern,Bremen
13610,0,3,17.0,2010.0,FC Köln,Schalke
13611,2,2,17.0,2010.0,Hoffenheim,Wolfsburg
13612,0,1,17.0,2010.0,Dortmund,Frankfurt
13613,1,3,17.0,2010.0,Hannover,Nürnberg
13614,4,2,17.0,2010.0,Mainz,St. Pauli
13615,2,2,17.0,2010.0,Freiburg,Leverkusen
13616,5,3,17.0,2010.0,B. München,VfB Stuttgar
13617,3,1,18.0,2010.0,Dortmund,Leverkusen
13618,1,2,18.0,2010.0,Hoffenheim,Bremen
13619,0,1,18.0,2010.0,Mainz,VfB Stuttgar
13620,1,1,18.0,2010.0,B. München,Wolfsburg
13621,1,0,18.0,2010.0,M´gladbach,Nürnberg
13622,2,2,18.0,2010.0,Freiburg,St. Pauli
13623,1,0,18.0,2010.0,Hamburg,Schalke
13624,3,0,18.0,2010.0,Hannover,Frankfurt
13625,1,1,18.0,2010.0,FC Köln,K´lautern
13626,0,1,19.0,2010.0,Frankfurt,Hamburg
13627,1,1,19.0,2010.0,VfB Stuttgar,Dortmund
13628,1,0,19.0,2010.0,Wolfsburg,Mainz
13629,1,1,19.0,2010.0,Nürnberg,Freiburg
13630,1,0,19.0,2010.0,Schalke,Hannover
13631,1,5,19.0,2010.0,K´lautern,B. München
13632,0,3,19.0,2010.0,Bremen,FC Köln
13633,3,1,19.0,2010.0,Leverkusen,M´gladbach
13634,2,2,19.0,2010.0,St. Pauli,Hoffenheim
13635,0,2,20.0,2010.0,Hannover,Leverkusen
13636,3,0,20.0,2010.0,Dortmund,Wolfsburg
13637,1,0,20.0,2010.0,Hoffenheim,Schalke
13638,0,2,20.0,2010.0,Hamburg,Nürnberg
13639,0,3,20.0,2010.0,FC Köln,St. Pauli
13640,3,1,20.0,2010.0,B. München,Bremen
13641,1,0,20.0,2010.0,Mainz,K´lautern
13642,1,0,20.0,2010.0,Freiburg,VfB Stuttgar
13643,1,0,20.0,2010.0,M´gladbach,Frankfurt
13644,0,0,21.0,2010.0,Schalke,Dortmund
13645,1,1,21.0,2010.0,Bremen,Mainz
13646,2,3,21.0,2010.0,K´lautern,Hoffenheim
13647,2,3,21.0,2010.0,B. München,FC Köln
13648,0,1,21.0,2010.0,Wolfsburg,Hannover
13649,0,1,21.0,2010.0,Leverkusen,Nürnberg
13650,3,2,21.0,2010.0,VfB Stuttgar,M´gladbach
13651,0,0,21.0,2010.0,Frankfurt,Freiburg
13652,1,0,21.0,2010.0,St. Pauli,Hamburg
13653,0,4,22.0,2010.0,Hoffenheim,B. München
13654,0,1,22.0,2010.0,Freiburg,Schalke
13655,4,1,22.0,2010.0,Nürnberg,VfB Stuttgar
13656,1,0,22.0,2010.0,Hamburg,Wolfsburg
13657,3,0,22.0,2010.0,Leverkusen,Frankfurt
13658,1,3,22.0,2010.0,M´gladbach,St. Pauli
13659,1,1,22.0,2010.0,Dortmund,K´lautern
13660,2,4,22.0,2010.0,Mainz,FC Köln
13661,1,1,22.0,2010.0,Hannover,Bremen
13662,0,3,23.0,2010.0,Frankfurt,Nürnberg
13663,0,2,23.0,2010.0,St. Pauli,Dortmund
13664,0,4,23.0,2010.0,Bremen,Hamburg
13665,1,1,23.0,2010.0,FC Köln,Hoffenheim
13666,1,2,23.0,2010.0,Wolfsburg,Freiburg
13667,0,3,23.0,2010.0,K´lautern,Hannover
13668,3,1,23.0,2010.0,B. München,Mainz
13669,2,4,23.0,2010.0,VfB Stuttgar,Leverkusen
13670,1,2,23.0,2010.0,Schalke,M´gladbach
13671,1,2,24.0,2010.0,M´gladbach,Wolfsburg
13672,1,1,24.0,2010.0,Hamburg,K´lautern
13673,0,1,24.0,2010.0,Freiburg,FC Köln
13674,2,1,24.0,2010.0,Mainz,Hoffenheim
13675,1,0,24.0,2010.0,Hannover,St. Pauli
13676,1,1,24.0,2010.0,Nürnberg,Schalke
13677,3,1,24.0,2010.0,Dortmund,B. München
13678,2,0,24.0,2010.0,VfB Stuttgar,Frankfurt
13679,2,2,24.0,2010.0,Leverkusen,Bremen
13680,0,1,25.0,2010.0,FC Köln,Dortmund
13681,0,1,25.0,2010.0,Schalke,VfB Stuttgar
13682,0,0,25.0,2010.0,K´lautern,Frankfurt
13683,1,3,25.0,2010.0,B. München,Hannover
13684,0,5,25.0,2010.0,St. Pauli,Nürnberg
13685,0,2,25.0,2010.0,Hoffenheim,M´gladbach
13686,0,3,25.0,2010.0,Wolfsburg,Leverkusen
13687,3,1,25.0,2010.0,Bremen,Freiburg
13688,4,2,25.0,2010.0,Mainz,Hamburg
13689,0,4,26.0,2010.0,Hannover,FC Köln
13690,1,2,26.0,2010.0,Frankfurt,Schalke
13691,1,2,26.0,2010.0,Freiburg,K´lautern
13692,0,1,26.0,2010.0,Dortmund,Hoffenheim
13693,0,6,26.0,2010.0,Hamburg,B. München
13694,2,1,26.0,2010.0,Nürnberg,Wolfsburg
13695,1,1,26.0,2010.0,M´gladbach,Bremen
13696,1,0,26.0,2010.0,Leverkusen,Mainz
13697,2,1,26.0,2010.0,VfB Stuttgar,St. Pauli
13698,1,0,27.0,2010.0,K´lautern,M´gladbach
13699,2,6,27.0,2010.0,FC Köln,Hamburg
13700,1,2,27.0,2010.0,St. Pauli,Frankfurt
13701,2,1,27.0,2010.0,B. München,Freiburg
13702,0,2,27.0,2010.0,Hoffenheim,Hannover
13703,3,1,27.0,2010.0,Bremen,Nürnberg
13704,1,1,27.0,2010.0,Mainz,Dortmund
13705,0,2,27.0,2010.0,Schalke,Leverkusen
13706,1,1,27.0,2010.0,Wolfsburg,VfB Stuttgar
13707,2,0,28.0,2010.0,Schalke,St. Pauli
13708,0,1,28.0,2010.0,M´gladbach,B. München
13709,1,1,28.0,2010.0,VfB Stuttgar,Bremen
13710,1,4,28.0,2010.0,Hannover,Dortmund
13711,1,1,28.0,2010.0,Freiburg,Mainz
13712,1,0,28.0,2010.0,Leverkusen,K´lautern
13713,0,0,28.0,2010.0,Hamburg,Hoffenheim
13714,0,1,28.0,2010.0,Nürnberg,FC Köln
13715,1,1,28.0,2010.0,Frankfurt,Wolfsburg
13716,1,1,29.0,2010.0,Bremen,Frankfurt
13717,0,1,29.0,2010.0,Wolfsburg,Schalke
13718,2,3,29.0,2010.0,Hoffenheim,Freiburg
13719,0,2,29.0,2010.0,Mainz,Hannover
13720,1,1,29.0,2010.0,B. München,Nürnberg
13721,1,1,29.0,2010.0,Dortmund,Hamburg
13722,4,2,29.0,2010.0,K´lautern,VfB Stuttgar
13723,1,5,29.0,2010.0,FC Köln,M´gladbach
13724,1,2,29.0,2010.0,St. Pauli,Leverkusen
13725,0,1,30.0,2010.0,M´gladbach,Mainz
13726,3,1,30.0,2010.0,VfB Stuttgar,FC Köln
13727,0,1,30.0,2010.0,Frankfurt,Hoffenheim
13728,2,0,30.0,2010.0,Nürnberg,K´lautern
13729,2,2,30.0,2010.0,St. Pauli,Wolfsburg
13730,0,0,30.0,2010.0,Hannover,Hamburg
13731,1,1,30.0,2010.0,Schalke,Bremen
13732,1,5,30.0,2010.0,Leverkusen,B. München
13733,0,3,30.0,2010.0,Freiburg,Dortmund
13734,3,1,31.0,2010.0,Hannover,Freiburg
13735,0,3,31.0,2010.0,Hamburg,VfB Stuttgar
13736,1,2,31.0,2010.0,Hoffenheim,Leverkusen
13737,1,0,31.0,2010.0,K´lautern,Schalke
13738,1,1,31.0,2010.0,B. München,Frankfurt
13739,3,1,31.0,2010.0,Bremen,St. Pauli
13740,0,1,31.0,2010.0,Dortmund,M´gladbach
13741,1,4,31.0,2010.0,FC Köln,Wolfsburg
13742,0,0,31.0,2010.0,Mainz,Nürnberg
13743,0,2,32.0,2010.0,St. Pauli,K´lautern
13744,1,0,32.0,2010.0,Wolfsburg,Bremen
13745,2,0,32.0,2010.0,Freiburg,Hamburg
13746,0,2,32.0,2010.0,Nürnberg,Dortmund
13747,0,3,32.0,2010.0,Frankfurt,Mainz
