,FTAG,FTHG,Gameday,Season,TeamA,TeamH
0,0,2,1.0,1965.0,Karlsruhe,T1900 Berlin
1,0,1,1.0,1965.0,Schalke,VfB Stuttgar
2,1,1,1.0,1965.0,M´gladbach,Neunkirchen
3,0,1,1.0,1965.0,B. München,TSV 1860
4,1,0,1.0,1965.0,Hannover,FC Köln
5,0,2,1.0,1965.0,Hamburg,Frankfurt
6,2,2,1.0,1965.0,K´lautern,Duisburg
7,0,1,1.0,1965.0,Nürnberg,Bremen
8,0,4,1.0,1965.0,Dortmund,Braunschweig
9,0,2,2.0,1965.0,Duisburg,VfB Stuttgar
10,0,0,2.0,1965.0,Karlsruhe,Schalke
11,4,1,2.0,1965.0,TSV 1860,Nürnberg
12,0,2,2.0,1965.0,Frankfurt,B. München
13,0,5,2.0,1965.0,T1900 Berlin,M´gladbach
14,2,3,2.0,1965.0,FC Köln,K´lautern
15,1,2,2.0,1965.0,Bremen,Hannover
16,1,2,2.0,1965.0,Braunschweig,Hamburg
17,0,1,2.0,1965.0,Neunkirchen,Dortmund
18,1,5,3.0,1965.0,Schalke,Duisburg
19,1,1,3.0,1965.0,Hamburg,Neunkirchen
20,0,5,3.0,1965.0,Hannover,TSV 1860
21,1,3,3.0,1965.0,VfB Stuttgar,FC Köln
22,3,3,3.0,1965.0,M´gladbach,Karlsruhe
23,2,1,3.0,1965.0,Nürnberg,Frankfurt
24,1,4,3.0,1965.0,K´lautern,Bremen
25,4,2,3.0,1965.0,B. München,Braunschweig
26,2,0,3.0,1965.0,Dortmund,T1900 Berlin
27,2,0,4.0,1965.0,Bremen,VfB Stuttgar
28,0,0,4.0,1965.0,M´gladbach,Schalke
29,1,1,4.0,1965.0,Braunschweig,Nürnberg
30,0,6,4.0,1965.0,Neunkirchen,B. München
31,0,3,4.0,1965.0,TSV 1860,K´lautern
32,1,4,4.0,1965.0,Frankfurt,Hannover
33,1,5,4.0,1965.0,T1900 Berlin,Hamburg
34,3,2,4.0,1965.0,FC Köln,Duisburg
35,1,4,4.0,1965.0,Karlsruhe,Dortmund
36,1,2,5.0,1965.0,Nürnberg,Neunkirchen
37,0,0,5.0,1965.0,VfB Stuttgar,TSV 1860
38,5,4,5.0,1965.0,Dortmund,M´gladbach
39,1,2,5.0,1965.0,Schalke,FC Köln
40,4,1,5.0,1965.0,Hamburg,Karlsruhe
41,0,6,5.0,1965.0,K´lautern,Frankfurt
42,0,2,5.0,1965.0,Duisburg,Bremen
43,1,2,5.0,1965.0,Hannover,Braunschweig
44,2,0,5.0,1965.0,B. München,T1900 Berlin
45,0,0,6.0,1965.0,Frankfurt,VfB Stuttgar
46,3,2,6.0,1965.0,Dortmund,Schalke
47,2,7,6.0,1965.0,T1900 Berlin,Nürnberg
48,1,5,6.0,1965.0,Karlsruhe,B. München
49,0,2,6.0,1965.0,Bremen,FC Köln
50,1,1,6.0,1965.0,Braunschweig,K´lautern
51,0,6,6.0,1965.0,Neunkirchen,Hannover
52,0,5,6.0,1965.0,M´gladbach,Hamburg
53,3,2,6.0,1965.0,TSV 1860,Duisburg
54,4,1,7.0,1965.0,K´lautern,Neunkirchen
55,1,2,7.0,1965.0,FC Köln,TSV 1860
56,2,1,7.0,1965.0,B. München,M´gladbach
57,2,1,7.0,1965.0,Nürnberg,Karlsruhe
58,0,2,7.0,1965.0,Duisburg,Frankfurt
59,2,2,7.0,1965.0,Hamburg,Dortmund
60,0,2,7.0,1965.0,Schalke,Bremen
61,1,1,7.0,1965.0,VfB Stuttgar,Braunschweig
62,5,1,7.0,1965.0,Hannover,T1900 Berlin
63,0,2,8.0,1965.0,Neunkirchen,VfB Stuttgar
64,1,2,8.0,1965.0,Hamburg,Schalke
65,2,2,8.0,1965.0,M´gladbach,Nürnberg
66,2,0,8.0,1965.0,Dortmund,B. München
67,0,1,8.0,1965.0,Frankfurt,FC Köln
68,0,0,8.0,1965.0,T1900 Berlin,K´lautern
69,2,5,8.0,1965.0,Karlsruhe,Hannover
70,1,4,8.0,1965.0,Braunschweig,Duisburg
71,2,0,8.0,1965.0,TSV 1860,Bremen
72,1,0,9.0,1965.0,Duisburg,Neunkirchen
73,0,2,9.0,1965.0,Hannover,M´gladbach
74,2,0,9.0,1965.0,VfB Stuttgar,T1900 Berlin
75,0,2,9.0,1965.0,Nürnberg,Dortmund
76,0,1,9.0,1965.0,K´lautern,Karlsruhe
77,2,1,9.0,1965.0,FC Köln,Braunschweig
78,0,3,9.0,1965.0,Schalke,TSV 1860
79,4,0,9.0,1965.0,B. München,Hamburg
80,0,1,9.0,1965.0,Bremen,Frankfurt
81,0,1,10.0,1965.0,Karlsruhe,VfB Stuttgar
82,1,1,10.0,1965.0,B. München,Schalke
83,0,5,10.0,1965.0,Hamburg,Nürnberg
84,2,4,10.0,1965.0,Frankfurt,TSV 1860
85,2,4,10.0,1965.0,Neunkirchen,FC Köln
86,2,1,10.0,1965.0,M´gladbach,K´lautern
87,1,1,10.0,1965.0,Dortmund,Hannover
88,0,3,10.0,1965.0,T1900 Berlin,Duisburg
89,0,4,10.0,1965.0,Braunschweig,Bremen
90,2,1,11.0,1965.0,Bremen,Neunkirchen
91,0,0,11.0,1965.0,Nürnberg,B. München
92,0,1,11.0,1965.0,VfB Stuttgar,M´gladbach
93,4,0,11.0,1965.0,Duisburg,Karlsruhe
94,1,2,11.0,1965.0,Hannover,Hamburg
95,1,4,11.0,1965.0,Schalke,Frankfurt
96,0,4,11.0,1965.0,K´lautern,Dortmund
97,2,2,11.0,1965.0,TSV 1860,Braunschweig
98,6,0,11.0,1965.0,FC Köln,T1900 Berlin
99,4,3,12.0,1965.0,B. München,Hannover
100,2,3,12.0,1965.0,M´gladbach,Duisburg
101,1,1,12.0,1965.0,Dortmund,VfB Stuttgar
102,0,1,12.0,1965.0,Nürnberg,Schalke
103,1,4,12.0,1965.0,Neunkirchen,TSV 1860
104,0,2,12.0,1965.0,Karlsruhe,FC Köln
105,1,2,12.0,1965.0,Hamburg,K´lautern
106,0,5,12.0,1965.0,T1900 Berlin,Bremen
107,1,4,12.0,1965.0,Braunschweig,Frankfurt
108,6,1,13.0,1965.0,Frankfurt,Neunkirchen
109,3,2,13.0,1965.0,FC Köln,M´gladbach
110,1,1,13.0,1965.0,Duisburg,Dortmund
111,1,2,13.0,1965.0,Hannover,Nürnberg
112,5,0,13.0,1965.0,TSV 1860,T1900 Berlin
113,0,3,13.0,1965.0,K´lautern,B. München
114,0,3,13.0,1965.0,Schalke,Braunschweig
115,2,3,13.0,1965.0,Bremen,Karlsruhe
116,1,4,13.0,1965.0,VfB Stuttgar,Hamburg
117,1,0,14.0,1965.0,B. München,VfB Stuttgar
118,0,1,14.0,1965.0,Hannover,Schalke
119,0,2,14.0,1965.0,Karlsruhe,TSV 1860
120,2,1,14.0,1965.0,Dortmund,FC Köln
121,0,0,14.0,1965.0,Nürnberg,K´lautern
122,0,4,14.0,1965.0,T1900 Berlin,Frankfurt
123,1,3,14.0,1965.0,Hamburg,Duisburg
124,0,2,14.0,1965.0,M´gladbach,Bremen
125,2,1,14.0,1965.0,Neunkirchen,Braunschweig
126,0,1,15.0,1965.0,Schalke,Neunkirchen
127,0,4,15.0,1965.0,K´lautern,Hannover
128,1,1,15.0,1965.0,VfB Stuttgar,Nürnberg
129,2,2,15.0,1965.0,FC Köln,Hamburg
130,0,3,15.0,1965.0,Duisburg,B. München
131,0,4,15.0,1965.0,Frankfurt,Karlsruhe
132,1,2,15.0,1965.0,Bremen,Dortmund
133,1,1,15.0,1965.0,TSV 1860,M´gladbach
134,2,0,15.0,1965.0,Braunschweig,T1900 Berlin
135,1,3,16.0,1965.0,T1900 Berlin,Neunkirchen
136,1,6,16.0,1965.0,B. München,FC Köln
137,1,3,16.0,1965.0,M´gladbach,Frankfurt
138,1,2,16.0,1965.0,K´lautern,Schalke
139,0,2,16.0,1965.0,Hamburg,Bremen
140,0,2,16.0,1965.0,Karlsruhe,Braunschweig
141,2,4,16.0,1965.0,Hannover,VfB Stuttgar
142,1,2,16.0,1965.0,Dortmund,TSV 1860
143,2,1,16.0,1965.0,Nürnberg,Duisburg
144,2,1,17.0,1965.0,Schalke,T1900 Berlin
145,1,3,17.0,1965.0,Bremen,B. München
146,0,2,17.0,1965.0,FC Köln,Nürnberg
147,0,1,17.0,1965.0,Braunschweig,M´gladbach
148,1,1,17.0,1965.0,Neunkirchen,Karlsruhe
149,2,1,17.0,1965.0,TSV 1860,Hamburg
150,3,0,17.0,1965.0,Duisburg,Hannover
151,2,1,17.0,1965.0,VfB Stuttgar,K´lautern
152,0,3,17.0,1965.0,Frankfurt,Dortmund
153,1,4,18.0,1965.0,Neunkirchen,M´gladbach
154,0,2,18.0,1965.0,VfB Stuttgar,Schalke
155,1,2,18.0,1965.0,Bremen,Nürnberg
156,0,3,18.0,1965.0,TSV 1860,B. München
157,0,3,18.0,1965.0,T1900 Berlin,Karlsruhe
158,0,1,18.0,1965.0,Duisburg,K´lautern
159,1,1,18.0,1965.0,FC Köln,Hannover
160,1,0,18.0,1965.0,Frankfurt,Hamburg
161,1,1,18.0,1965.0,Braunschweig,Dortmund
162,3,1,19.0,1965.0,Dortmund,Neunkirchen
163,0,0,19.0,1965.0,M´gladbach,T1900 Berlin
164,1,1,19.0,1965.0,Nürnberg,TSV 1860
165,2,3,19.0,1965.0,K´lautern,FC Köln
166,0,1,19.0,1965.0,Schalke,Karlsruhe
167,0,0,19.0,1965.0,B. München,Frankfurt
168,2,5,19.0,1965.0,VfB Stuttgar,Duisburg
169,3,3,19.0,1965.0,Hannover,Bremen
170,4,1,19.0,1965.0,Hamburg,Braunschweig
171,1,0,20.0,1965.0,FC Köln,VfB Stuttgar
172,0,0,20.0,1965.0,Duisburg,Schalke
173,0,0,20.0,1965.0,Frankfurt,Nürnberg
174,2,2,20.0,1965.0,Braunschweig,B. München
175,1,1,20.0,1965.0,Karlsruhe,M´gladbach
176,3,2,20.0,1965.0,Bremen,K´lautern
177,1,0,20.0,1965.0,TSV 1860,Hannover
178,0,3,20.0,1965.0,Neunkirchen,Hamburg
179,1,3,20.0,1965.0,T1900 Berlin,Dortmund
180,4,0,21.0,1965.0,B. München,Neunkirchen
181,0,2,21.0,1965.0,Schalke,M´gladbach
182,4,0,21.0,1965.0,Hamburg,T1900 Berlin
183,1,3,21.0,1965.0,VfB Stuttgar,Bremen
184,1,0,21.0,1965.0,Hannover,Frankfurt
185,0,0,21.0,1965.0,Dortmund,Karlsruhe
186,1,1,21.0,1965.0,Duisburg,FC Köln
187,0,3,21.0,1965.0,Nürnberg,Braunschweig
188,2,4,21.0,1965.0,K´lautern,TSV 1860
189,1,2,22.0,1965.0,T1900 Berlin,B. München
190,1,3,22.0,1965.0,Neunkirchen,Nürnberg
191,0,0,22.0,1965.0,FC Köln,Schalke
192,0,0,22.0,1965.0,TSV 1860,VfB Stuttgar
193,2,5,22.0,1965.0,Frankfurt,K´lautern
194,0,8,22.0,1965.0,Karlsruhe,Hamburg
195,2,1,22.0,1965.0,Bremen,Duisburg
196,1,3,22.0,1965.0,M´gladbach,Dortmund
197,1,1,22.0,1965.0,Braunschweig,Hannover
198,3,3,23.0,1965.0,Duisburg,TSV 1860
199,0,1,23.0,1965.0,Hannover,Neunkirchen
200,0,0,23.0,1965.0,Hamburg,M´gladbach
201,0,1,23.0,1965.0,B. München,Karlsruhe
202,2,3,23.0,1965.0,VfB Stuttgar,Frankfurt
203,0,7,23.0,1965.0,Schalke,Dortmund
204,1,1,23.0,1965.0,K´lautern,Braunschweig
205,1,0,23.0,1965.0,Nürnberg,T1900 Berlin
206,1,2,23.0,1965.0,FC Köln,Bremen
207,1,0,24.0,1965.0,Braunschweig,VfB Stuttgar
208,6,1,24.0,1965.0,Bremen,Schalke
209,0,3,24.0,1965.0,Karlsruhe,Nürnberg
210,2,5,24.0,1965.0,M´gladbach,B. München
211,1,3,24.0,1965.0,TSV 1860,FC Köln
212,0,0,24.0,1965.0,Neunkirchen,K´lautern
213,0,5,24.0,1965.0,T1900 Berlin,Hannover
214,1,1,24.0,1965.0,Dortmund,Hamburg
215,0,0,24.0,1965.0,Frankfurt,Duisburg
216,1,3,25.0,1965.0,Bremen,TSV 1860
217,3,8,25.0,1965.0,Nürnberg,M´gladbach
218,0,1,25.0,1965.0,Hannover,Karlsruhe
219,1,1,25.0,1965.0,Schalke,Hamburg
220,0,0,25.0,1965.0,FC Köln,Frankfurt
221,0,3,25.0,1965.0,B. München,Dortmund
222,0,1,25.0,1965.0,Duisburg,Braunschweig
223,1,1,25.0,1965.0,K´lautern,T1900 Berlin
224,2,1,25.0,1965.0,VfB Stuttgar,Neunkirchen
225,0,0,26.0,1965.0,Dortmund,Nürnberg
226,0,3,26.0,1965.0,Hamburg,B. München
227,2,0,26.0,1965.0,TSV 1860,Schalke
228,0,2,26.0,1965.0,T1900 Berlin,VfB Stuttgar
229,0,3,26.0,1965.0,Braunschweig,FC Köln
230,0,1,26.0,1965.0,Karlsruhe,K´lautern
231,1,2,26.0,1965.0,M´gladbach,Hannover
232,0,1,26.0,1965.0,Neunkirchen,Duisburg
233,2,3,26.0,1965.0,Frankfurt,Bremen
234,1,2,27.0,1965.0,FC Köln,Neunkirchen
235,0,1,27.0,1965.0,Schalke,B. München
236,0,2,27.0,1965.0,K´lautern,M´gladbach
237,0,3,27.0,1965.0,VfB Stuttgar,Karlsruhe
238,2,0,27.0,1965.0,Nürnberg,Hamburg
239,2,5,27.0,1965.0,TSV 1860,Frankfurt
240,0,4,27.0,1965.0,Hannover,Dortmund
241,0,1,27.0,1965.0,Bremen,Braunschweig
242,9,0,27.0,1965.0,Duisburg,T1900 Berlin
243,2,3,28.0,1965.0,Frankfurt,Schalke
244,0,5,28.0,1965.0,M´gladbach,VfB Stuttgar
245,2,2,28.0,1965.0,B. München,Nürnberg
246,1,1,28.0,1965.0,Braunschweig,TSV 1860
247,0,4,28.0,1965.0,T1900 Berlin,FC Köln
248,0,0,28.0,1965.0,Dortmund,K´lautern
249,0,0,28.0,1965.0,Hamburg,Hannover
250,2,8,28.0,1965.0,Karlsruhe,Duisburg
251,2,5,28.0,1965.0,Neunkirchen,Bremen
252,0,1,29.0,1965.0,Schalke,Nürnberg
253,9,1,29.0,1965.0,TSV 1860,Neunkirchen
254,1,3,29.0,1965.0,Hannover,B. München
255,2,1,29.0,1965.0,Duisburg,M´gladbach
256,1,2,29.0,1965.0,FC Köln,Karlsruhe
257,1,4,29.0,1965.0,K´lautern,Hamburg
258,0,4,29.0,1965.0,VfB Stuttgar,Dortmund
259,1,1,29.0,1965.0,Bremen,T1900 Berlin
260,2,2,29.0,1965.0,Frankfurt,Braunschweig
261,3,1,30.0,1965.0,Hamburg,VfB Stuttgar
262,1,1,30.0,1965.0,Braunschweig,Schalke
263,0,4,30.0,1965.0,T1900 Berlin,TSV 1860
264,2,2,30.0,1965.0,M´gladbach,FC Köln
265,2,1,30.0,1965.0,B. München,K´lautern
266,2,2,30.0,1965.0,Nürnberg,Hannover
267,2,1,30.0,1965.0,Neunkirchen,Frankfurt
268,1,2,30.0,1965.0,Dortmund,Duisburg
269,1,3,30.0,1965.0,Karlsruhe,Bremen
270,1,1,31.0,1965.0,K´lautern,Nürnberg
271,0,1,31.0,1965.0,Braunschweig,Neunkirchen
272,1,0,31.0,1965.0,VfB Stuttgar,B. München
273,7,0,31.0,1965.0,Bremen,M´gladbach
274,1,1,31.0,1965.0,TSV 1860,Karlsruhe
275,3,0,31.0,1965.0,Schalke,Hannover
276,0,2,31.0,1965.0,Duisburg,Hamburg
277,2,3,31.0,1965.0,FC Köln,Dortmund
278,3,0,31.0,1965.0,Frankfurt,T1900 Berlin
279,1,1,32.0,1965.0,Hannover,K´lautern
280,0,1,32.0,1965.0,Nürnberg,VfB Stuttgar
281,0,2,32.0,1965.0,Neunkirchen,Schalke
282,3,3,32.0,1965.0,M´gladbach,TSV 1860
283,1,5,32.0,1965.0,Hamburg,FC Köln
284,0,1,32.0,1965.0,Karlsruhe,Frankfurt
285,1,1,32.0,1965.0,B. München,Duisburg
286,0,1,32.0,1965.0,Dortmund,Bremen
287,1,3,32.0,1965.0,T1900 Berlin,Braunschweig
288,1,4,33.0,1965.0,Duisburg,Nürnberg
289,4,1,33.0,1965.0,FC Köln,B. München
290,2,1,33.0,1965.0,Frankfurt,M´gladbach
291,4,1,33.0,1965.0,Braunschweig,Karlsruhe
292,2,3,33.0,1965.0,Schalke,K´lautern
293,2,4,33.0,1965.0,VfB Stuttgar,Hannover
294,3,1,33.0,1965.0,Bremen,Hamburg
295,2,0,33.0,1965.0,TSV 1860,Dortmund
296,1,2,33.0,1965.0,Neunkirchen,T1900 Berlin
297,0,4,34.0,1965.0,T1900 Berlin,Schalke
298,0,1,34.0,1965.0,Karlsruhe,Neunkirchen
299,1,1,34.0,1965.0,Hamburg,TSV 1860
300,1,2,34.0,1965.0,Nürnberg,FC Köln
301,1,4,34.0,1965.0,Dortmund,Frankfurt
302,2,2,34.0,1965.0,Hannover,Duisburg
303,1,1,34.0,1965.0,B. München,Bremen
304,1,1,34.0,1965.0,M´gladbach,Braunschweig
305,1,4,34.0,1965.0,K´lautern,VfB Stuttgar
306,0,2,1.0,1966.0,Bremen,Braunschweig
307,0,1,1.0,1966.0,Nürnberg,VfB Stuttgar
308,0,0,1.0,1966.0,M´gladbach,Schalke
309,2,1,1.0,1966.0,Frankfurt,B. München
310,0,2,1.0,1966.0,TSV 1860,FC Köln
311,1,3,1.0,1966.0,Karlsruhe,K´lautern
312,1,2,1.0,1966.0,Hannover,Hamburg
313,0,2,1.0,1966.0,RW Essen,Duisburg
314,2,1,1.0,1966.0,Düsseldorf,Dortmund
315,1,3,2.0,1966.0,Duisburg,Nürnberg
316,1,2,2.0,1966.0,Braunschweig,TSV 1860
317,1,1,2.0,1966.0,K´lautern,M´gladbach
318,1,1,2.0,1966.0,Hamburg,Karlsruhe
319,0,2,2.0,1966.0,Dortmund,Hannover
320,0,4,2.0,1966.0,FC Köln,Frankfurt
321,1,4,2.0,1966.0,Schalke,RW Essen
322,0,0,2.0,1966.0,B. München,Düsseldorf
323,2,1,2.0,1966.0,VfB Stuttgar,Bremen
324,0,2,3.0,1966.0,TSV 1860,VfB Stuttgar
325,0,1,3.0,1966.0,Nürnberg,Schalke
326,0,0,3.0,1966.0,Hannover,B. München
327,2,5,3.0,1966.0,RW Essen,K´lautern
328,0,2,3.0,1966.0,M´gladbach,Hamburg
329,4,2,3.0,1966.0,Frankfurt,Düsseldorf
330,0,1,3.0,1966.0,Bremen,Duisburg
331,1,2,3.0,1966.0,Karlsruhe,Dortmund
332,0,1,3.0,1966.0,FC Köln,Braunschweig
333,1,0,4.0,1966.0,Braunschweig,Frankfurt
334,2,1,4.0,1966.0,K´lautern,Nürnberg
335,3,3,4.0,1966.0,Duisburg,TSV 1860
336,0,4,4.0,1966.0,Dortmund,M´gladbach
337,1,3,4.0,1966.0,VfB Stuttgar,FC Köln
338,6,1,4.0,1966.0,B. München,Karlsruhe
339,2,0,4.0,1966.0,Düsseldorf,Hannover
340,1,1,4.0,1966.0,Hamburg,RW Essen
341,1,2,4.0,1966.0,Schalke,Bremen
342,2,1,5.0,1966.0,Braunschweig,VfB Stuttgar
343,0,1,5.0,1966.0,TSV 1860,Schalke
344,3,4,5.0,1966.0,M´gladbach,B. München
345,0,2,5.0,1966.0,Bremen,K´lautern
346,1,2,5.0,1966.0,Frankfurt,Hannover
347,1,0,5.0,1966.0,Nürnberg,Hamburg
348,0,1,5.0,1966.0,Karlsruhe,Düsseldorf
349,0,1,5.0,1966.0,FC Köln,Duisburg
350,0,0,5.0,1966.0,RW Essen,Dortmund
351,0,2,6.0,1966.0,Dortmund,Nürnberg
352,0,3,6.0,1966.0,K´lautern,TSV 1860
353,1,3,6.0,1966.0,Düsseldorf,M´gladbach
354,1,2,6.0,1966.0,Schalke,FC Köln
355,0,0,6.0,1966.0,Hannover,Karlsruhe
356,0,4,6.0,1966.0,VfB Stuttgar,Frankfurt
357,1,3,6.0,1966.0,B. München,RW Essen
358,1,5,6.0,1966.0,Hamburg,Bremen
359,0,0,6.0,1966.0,Duisburg,Braunschweig
360,0,0,7.0,1966.0,Braunschweig,Schalke
361,1,0,7.0,1966.0,Nürnberg,B. München
362,2,3,7.0,1966.0,Frankfurt,Karlsruhe
363,0,0,7.0,1966.0,FC Köln,K´lautern
364,1,1,7.0,1966.0,M´gladbach,Hannover
365,2,3,7.0,1966.0,TSV 1860,Hamburg
366,0,2,7.0,1966.0,RW Essen,Düsseldorf
367,0,0,7.0,1966.0,VfB Stuttgar,Duisburg
368,0,2,7.0,1966.0,Bremen,Dortmund
369,1,1,8.0,1966.0,Schalke,VfB Stuttgar
370,2,4,8.0,1966.0,Düsseldorf,Nürnberg
371,2,1,8.0,1966.0,Dortmund,TSV 1860
372,1,3,8.0,1966.0,Karlsruhe,M´gladbach
373,0,0,8.0,1966.0,Hamburg,FC Köln
374,0,1,8.0,1966.0,Duisburg,Frankfurt
375,0,3,8.0,1966.0,Hannover,RW Essen
376,1,4,8.0,1966.0,B. München,Bremen
377,0,2,8.0,1966.0,K´lautern,Braunschweig
378,1,2,9.0,1966.0,Duisburg,Schalke
379,0,3,9.0,1966.0,TSV 1860,B. München
380,0,0,9.0,1966.0,Frankfurt,M´gladbach
381,1,0,9.0,1966.0,RW Essen,Karlsruhe
382,3,3,9.0,1966.0,VfB Stuttgar,K´lautern
383,0,2,9.0,1966.0,Nürnberg,Hannover
384,0,1,9.0,1966.0,Braunschweig,Hamburg
385,1,0,9.0,1966.0,Bremen,Düsseldorf
386,1,6,9.0,1966.0,FC Köln,Dortmund
387,3,1,10.0,1966.0,Hamburg,VfB Stuttgar
388,2,2,10.0,1966.0,Karlsruhe,Nürnberg
389,0,3,10.0,1966.0,Düsseldorf,TSV 1860
390,4,2,10.0,1966.0,B. München,FC Köln
391,2,4,10.0,1966.0,Schalke,Frankfurt
392,1,2,10.0,1966.0,M´gladbach,RW Essen
393,1,1,10.0,1966.0,K´lautern,Duisburg
394,0,3,10.0,1966.0,Hannover,Bremen
395,1,3,10.0,1966.0,Dortmund,Braunschweig
396,0,2,11.0,1966.0,Braunschweig,B. München
397,0,2,11.0,1966.0,Nürnberg,M´gladbach
398,4,4,11.0,1966.0,Bremen,Karlsruhe
399,0,1,11.0,1966.0,Schalke,K´lautern
400,2,2,11.0,1966.0,TSV 1860,Hannover
401,0,0,11.0,1966.0,Duisburg,Hamburg
402,1,1,11.0,1966.0,Frankfurt,RW Essen
403,3,1,11.0,1966.0,FC Köln,Düsseldorf
404,1,1,11.0,1966.0,VfB Stuttgar,Dortmund
405,4,2,12.0,1966.0,B. München,VfB Stuttgar
406,0,2,12.0,1966.0,Hamburg,Schalke
407,1,1,12.0,1966.0,RW Essen,Nürnberg
408,0,3,12.0,1966.0,Karlsruhe,TSV 1860
409,1,1,12.0,1966.0,Hannover,FC Köln
410,1,1,12.0,1966.0,K´lautern,Frankfurt
411,5,1,12.0,1966.0,Dortmund,Duisburg
412,2,2,12.0,1966.0,M´gladbach,Bremen
413,0,4,12.0,1966.0,Düsseldorf,Braunschweig
414,1,0,13.0,1966.0,Frankfurt,Nürnberg
415,1,2,13.0,1966.0,Duisburg,B. München
416,3,2,13.0,1966.0,TSV 1860,M´gladbach
417,1,1,13.0,1966.0,FC Köln,Karlsruhe
418,2,4,13.0,1966.0,Braunschweig,Hannover
419,0,1,13.0,1966.0,K´lautern,Hamburg
420,1,0,13.0,1966.0,Bremen,RW Essen
421,3,3,13.0,1966.0,VfB Stuttgar,Düsseldorf
422,2,6,13.0,1966.0,Schalke,Dortmund
423,2,1,14.0,1966.0,Hannover,VfB Stuttgar
424,1,2,14.0,1966.0,B. München,Schalke
425,0,1,14.0,1966.0,RW Essen,TSV 1860
426,2,1,14.0,1966.0,M´gladbach,FC Köln
427,1,1,14.0,1966.0,Dortmund,K´lautern
428,3,1,14.0,1966.0,Hamburg,Frankfurt
429,1,1,14.0,1966.0,Düsseldorf,Duisburg
430,4,4,14.0,1966.0,Nürnberg,Bremen
431,1,4,14.0,1966.0,Karlsruhe,Braunschweig
432,2,2,15.0,1966.0,TSV 1860,Nürnberg
433,0,5,15.0,1966.0,K´lautern,B. München
434,0,0,15.0,1966.0,Braunschweig,M´gladbach
435,1,4,15.0,1966.0,VfB Stuttgar,Karlsruhe
436,0,3,15.0,1966.0,Duisburg,Hannover
437,1,1,15.0,1966.0,Dortmund,Hamburg
438,1,4,15.0,1966.0,Bremen,Frankfurt
439,3,1,15.0,1966.0,FC Köln,RW Essen
440,1,3,15.0,1966.0,Schalke,Düsseldorf
441,2,0,16.0,1966.0,M´gladbach,VfB Stuttgar
442,1,2,16.0,1966.0,Hannover,Schalke
443,1,2,16.0,1966.0,Bremen,TSV 1860
444,1,3,16.0,1966.0,B. München,Hamburg
445,0,0,16.0,1966.0,RW Essen,Braunschweig
446,1,2,16.0,1966.0,Düsseldorf,K´lautern
447,1,0,16.0,1966.0,Karlsruhe,Duisburg
448,1,3,16.0,1966.0,Frankfurt,Dortmund
449,0,2,16.0,1966.0,Nürnberg,FC Köln
450,3,3,17.0,1966.0,TSV 1860,Frankfurt
451,0,1,17.0,1966.0,Schalke,Karlsruhe
452,3,3,17.0,1966.0,Duisburg,M´gladbach
453,2,2,17.0,1966.0,Hamburg,Düsseldorf
454,3,1,17.0,1966.0,FC Köln,Bremen
455,0,1,17.0,1966.0,Dortmund,B. München
456,3,1,17.0,1966.0,VfB Stuttgar,RW Essen
457,4,0,17.0,1966.0,Braunschweig,Nürnberg
458,1,2,17.0,1966.0,K´lautern,Hannover
459,3,3,18.0,1966.0,VfB Stuttgar,Nürnberg
460,1,2,18.0,1966.0,FC Köln,TSV 1860
461,0,11,18.0,1966.0,Schalke,M´gladbach
462,2,2,18.0,1966.0,K´lautern,Karlsruhe
463,0,1,18.0,1966.0,Hamburg,Hannover
464,1,2,18.0,1966.0,B. München,Frankfurt
465,1,0,18.0,1966.0,Duisburg,RW Essen
466,5,0,18.0,1966.0,Dortmund,Düsseldorf
467,3,2,18.0,1966.0,Braunschweig,Bremen
468,1,1,19.0,1966.0,Bremen,VfB Stuttgar
469,1,1,19.0,1966.0,RW Essen,Schalke
470,2,1,19.0,1966.0,Düsseldorf,B. München
471,4,1,19.0,1966.0,Frankfurt,FC Köln
472,0,1,19.0,1966.0,M´gladbach,K´lautern
473,0,1,19.0,1966.0,Karlsruhe,Hamburg
474,0,2,19.0,1966.0,Nürnberg,Duisburg
475,0,3,19.0,1966.0,Hannover,Dortmund
476,0,1,19.0,1966.0,TSV 1860,Braunschweig
477,1,1,20.0,1966.0,VfB Stuttgar,TSV 1860
478,4,0,20.0,1966.0,Schalke,Nürnberg
479,2,4,20.0,1966.0,Hamburg,M´gladbach
480,0,1,20.0,1966.0,Braunschweig,FC Köln
481,0,2,20.0,1966.0,Dortmund,Karlsruhe
482,1,2,20.0,1966.0,B. München,Hannover
483,0,3,20.0,1966.0,Düsseldorf,Frankfurt
484,1,1,20.0,1966.0,K´lautern,RW Essen
485,1,1,20.0,1966.0,Duisburg,Bremen
486,2,2,21.0,1966.0,FC Köln,VfB Stuttgar
487,1,0,21.0,1966.0,Bremen,Schalke
488,2,2,21.0,1966.0,Karlsruhe,B. München
489,1,1,21.0,1966.0,Nürnberg,K´lautern
490,1,1,21.0,1966.0,RW Essen,Hamburg
491,0,1,21.0,1966.0,Hannover,Düsseldorf
492,2,1,21.0,1966.0,TSV 1860,Duisburg
493,2,3,21.0,1966.0,M´gladbach,Dortmund
494,0,3,21.0,1966.0,Frankfurt,Braunschweig
495,0,1,22.0,1966.0,Hamburg,Nürnberg
496,2,0,22.0,1966.0,Schalke,TSV 1860
